author,content
Cutky,"//<a href=/n/央视新闻>@央视新闻</a>:【直播关注！<a href=""//s.weibo.com/weibo?q=%23%E4%BF%84%E4%B9%8C%E5%B1%80%E5%8A%BF%E8%A7%A3%E8%AF%BB%23"" target=""_blank"">#俄乌局势解读#</a>】乌东局势发生重大变化背后有何深意？看解读↓"
营口日报,"//<a href=/n/央视新闻>@央视新闻</a>:【直播关注！<a href=""//s.weibo.com/weibo?q=%23%E4%BF%84%E4%B9%8C%E5%B1%80%E5%8A%BF%E8%A7%A3%E8%AF%BB%23"" target=""_blank"">#俄乌局势解读#</a>】乌东局势发生重大变化背后有何深意？看解读↓"
-只磕甜的-,"//<a href=/n/央视新闻>@央视新闻</a>:【直播关注！<a href=""//s.weibo.com/weibo?q=%23%E4%BF%84%E4%B9%8C%E5%B1%80%E5%8A%BF%E8%A7%A3%E8%AF%BB%23"" target=""_blank"">#俄乌局势解读#</a>】乌东局势发生重大变化背后有何深意？看解读↓"
彭长城_o6z1208513611,"忠告泽～抱远腿不如好近临～！<img alt=""[耶]"" title=""[耶]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/29/2018new_ye_org.png"" /><img alt=""[挤眼]"" title=""[挤眼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/43/2018new_jiyan_org.png"" />"
DRAGCN_MOMOKO,转发微博
sylsweety,快转微博
AnyaRn,快转微博
HIGHLYzhangyw,转发微博
贰爔,属实微联了
Charlo迪monchaton,Repost
DTT张天宇,"<img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c7/dorahaipa_org.gif"" /><img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c7/dorahaipa_org.gif"" /><img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c7/dorahaipa_org.gif"" />"
NinelieNight_,"这个@ 就很牛皮<img alt=""[哆啦A梦吃惊]"" title=""[哆啦A梦吃惊]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f0/dorachijing_org.gif"" />"
喝粥蛋000,转发微博
-綾璇-,"<img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c7/dorahaipa_org.gif"" /><img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c7/dorahaipa_org.gif"" />"
阿列克谢鱼sifan,转发微博
MaximZhang,转发微博
Omega8000,转发微博
字节溢出,转发微博
暂时先乱取个名,转发微博
畅谦言,转发微博
浙北三贱,好文共欣赏
石湖门卫大爷,"微博已成兵家必争之地<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
谬斯狂扁黛茜,转发微博
王者谦虚,转发微博
海德與玫瑰,转发微博
剑九仙小黄,好硬的发文
秋雨小糖棠,马住下班看
条条大路通大路,"普京这段逻辑有点妙啊。乌克兰人平常喜欢反苏，又是摧毁苏联雕像，又是纪念纳粹，然而民族概念的乌克兰是苏联的造物，要彻底反苏的话，何不把自己也反了？<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
人得有所谓,作者普京
喜欢草莓牛奶的小樱,转发微博
银红色真理员7号,转发微博
用户12ebec7,"俄罗斯提供的经验教训<img alt=""[生病]"" title=""[生病]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3b/2018new_shengbing_org.png"" />"
PureNaCl,"这讲的，泽连斯基能不能看懂都两说。苏联的民族政策事后看的确是极为失败的，骂的好。字里行间都是对苏联解体的愤怒啊<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
Hello_neko,"微博成“战略要地”了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />夹总这波赢麻了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
TG96isaforward,"//<a href=/n/无为李爷>@无为李爷</a>:哈哈哈，你这个艾特属于定点了。<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
调白羽,转发微博
三分明月伴清风,转发微博
shazhouyue,全文来了，学习一下怎么把漂亮地胡说八道【也不至于就是了
utopianNTinuniversal,转发微博
天天下雨岛岛主,轉發微博
陆月里,这才是教科书级别的演讲写作。看完 热血沸腾。  “在这份长达1万3千余字的演讲稿中，普京在前半部分回顾了历史上苏联遗留下的领土划分问题，对苏联统治者错误的治理方式做出了深刻反思；后半部分则表达了他对乌克兰有意逃避历史、不负责任，纵容民族主义情绪甚嚣尘上的批评和愤懑。”
灰狐SF,我们属于赛博陪审团了已经是
帝都宅基地,"//<a href=/n/manniuniu慢牛牛>@manniuniu慢牛牛</a>:叶利钦送了14个加盟<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />//<a href=/n/倭国巡抚孫咲川>@倭国巡抚孫咲川</a>:只敢骂列宁 普沙皇敢不敢谈谈他上级叶利钦干的那坨破事？<img alt=""[笑而不语]"" title=""[笑而不语]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2d/2018new_xiaoerbuyu_org.png"" />"
Kiefernwald_,转发微博
薰风千载播瑶琴,好长，转先马
Dalys_耐敏,转发微博
美中不足5555,转发微博
雨泽新月,快转微博
_能天使厨,转发微博
悳ong戈,玛卡一下
非手机15974808929,//<a href=/n/乌龙谈>@乌龙谈</a> :全文在此
市川新田三丁目,转发微博
吾心淡然若水,转发微博
super水知道答案,转发微博
半壁仙河,难得
WaeiWan,转发
白守润,Repost
房间喊你,"<img alt=""[哆啦A梦吃惊]"" title=""[哆啦A梦吃惊]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f0/dorachijing_org.gif"" /><img alt=""[哆啦A梦吃惊]"" title=""[哆啦A梦吃惊]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f0/dorachijing_org.gif"" /><img alt=""[哆啦A梦吃惊]"" title=""[哆啦A梦吃惊]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f0/dorachijing_org.gif"" />"
保卫首都孙跑跑,转发微博
Ken_blues,快转微博
Vera_sherlocked,"转个RT的<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />"
澄心明理袁去病,这篇文章里留了很多扣啊，乌克兰可能重建核武的议题都拿出来，后续会有很多慢慢来缠斗的事啊。//<a href=/n/乌龙谈>@乌龙谈</a>:全文在此
皖国春秋,转发微博
菩提树下吃晚饭,转发微博
熊吉想飞上天和太阳肩并肩,"正确艾特对家的方式好评，比对家带tag的喊话更直接更贴脸<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />"
Paul-Lewis,转发微博
乌青棒震,//<a href=/n/乌龙谈>@乌龙谈</a>:全文在此
CHANJAWS,"<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />//<a href=/n/PureNaCl>@PureNaCl</a>:这讲的，泽连斯基能不能看懂都两说。苏联的民族政策事后看的确是极为失败的，骂的好。字里行间都是对苏联解体的愤怒啊<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
CHANJAWS,转发微博
空空夫子k,"这不是引战么<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />//<a href=/n/无为李爷>@无为李爷</a>:哈哈哈，你这个艾特属于定点了。<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
绿喉蜂虎长耳刀,哎。
狂飙888888,转发微博
今天没摸鱼吗,最后还圈一下……哈哈哈哈
你的大刚针不戳,转发微博
四泉-先生-郭辉,转发微博
乔莉快跑,转发微博
happysusan518,转发微博
路过长岛,大毛确实无路可退了
好想吃凉皮啊我的天,转发微博
柾国欧尼,"能不能给视频搞个字幕 比较有代入感<img alt=""[开学季]"" title=""[开学季]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/72/2021_kaixueji_org.png"" />"
鲲鹏_Skyline,转发微博
又名茄娃,"帮你带下话题 <a href=""//s.weibo.com/weibo?q=%23%E4%B9%8C%E5%85%8B%E5%85%B0%23"" target=""_blank"">#乌克兰#</a>"
JennaSZ,快转微博
CELINEJMH,转发微博
包大仁的黑眼圈,转发微博
小熊五中,转发微博
按F捡枪,转发微博
Spring_春天里的春春,"彻底的去共产主义<img alt=""[喵喵]"" title=""[喵喵]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2018new_miaomiao_org.png"" /><img alt=""[喵喵]"" title=""[喵喵]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2018new_miaomiao_org.png"" /><img alt=""[喵喵]"" title=""[喵喵]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2018new_miaomiao_org.png"" /> 普大帝的演讲稿水平真高啊<img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" /><img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" /><img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" /> 能把冷战后那么亲西方的俄罗斯逼成现在这个样子，美帝也是棒棒的<img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" />"
再战伯利恒钢铁,快转微博
史佩杰,转发微博
中华小小苏,转发微博
云起黑珍珠,"<img alt=""[冰墩墩]"" title=""[冰墩墩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/b3/bingdundun_org.png"" /><img alt=""[雪容融]"" title=""[雪容融]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/80/2022_ShueyRhonRhon_org.png"" />"
Eliza波什格瓦尼拉卡,先马
米格战斗飞机联合体,直接开
书包里装个房子,转发微博
何夕q,转发微博
飞飞666111,"<img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" /><img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" /><img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" />"
1m56s,快转微博
年费会员要改名字了,"回复<a href=/n/成佳人>@成佳人</a>:属实是给二毛抬咖了//<a href=/n/成佳人>@成佳人</a>:你130万粉丝，给他3万粉丝账号引流？<img alt=""[围观]"" title=""[围观]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2018new_weiguan_org.png"" />"
橙蓝光圈,看完了全文，我觉得这篇演讲稿写得还挺好的。比早上看很多人简要介绍，还是了解了更多。
沙姆雄狮_EL,中门对狙是吧
PEPQP,万字长文，大毛要收拾二毛
高山曲流水逝,回复<a href=/n/淮南为枳>@淮南为枳</a>:么有问题，列宁那个是根子，但普京说可以改，可惜苏共一直没改，1989那个就直接致命了。地图头的名字他都不愿提了...老普就是这样的人，不愿提就是他基本认为垃圾类的。
李之乎,转发微博
风的使者-,转发微博
你是最蔚蓝的海,"//<a href=/n/白薇1984>@白薇1984</a>: 存着晚上回家看<img alt=""[跪了]"" title=""[跪了]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/2018new_gui_org.png"" /><a href=""//s.weibo.com/weibo?q=%23%E4%B9%8C%E5%85%8B%E5%85%B0%23"" target=""_blank"">#乌克兰#</a> 帮你带上话题了"
诛砂,一万四千字。。。//<a href=/n/米格战斗飞机联合体>@米格战斗飞机联合体</a>: 大概看了一遍说的是挺清楚的
巡山遇小冰,转发微博
电子战术03,对目前的政治版图不满，进而对过去三十年的地缘态势愤懑，进而上溯到一百年前的政策和历史严重失望，呵//<a href=/n/米格战斗飞机联合体>@米格战斗飞机联合体</a>:大概看了一遍说的是挺清楚的
爱乖米,"//<a href=/n/无为李爷>@无为李爷</a>:哈哈哈，你这个艾特属于定点了。<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
Big_icy,好会讲啊。。。有理有据
械击,快转微博
大象_Ray,转发微博
此间L,……。
砍菜的,"真好看<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />"
不要熬夜的July,转发微博
坐长街,转发微博
福如东海不倒翁,看不太懂，但大为震撼，王老师快来指导我<a href=/n/左手抱羊少年-Mini>@左手抱羊少年-Mini</a>
水击南溟,转发微博
mailgzw,转发微博
Sin422,转发微博
羊羊牙牙,转发微博
Lacey_PP,写（讲）得太好了
东日万凛,"<img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" />"
一个的圆圆圆圆圆圆圆圆,"这个⭕ <img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
柳阿杳,"辛苦RT了<img alt=""[春游家族]"" title=""[春游家族]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/b6/2021_YoungFamily_org.png"" />"
伊万的大水管子,马克//<a href=/n/诛砂>@诛砂</a>:一万四千字。。。//<a href=/n/米格战斗飞机联合体>@米格战斗飞机联合体</a>: 大概看了一遍说的是挺清楚的
白薇1984,"存着晚上回家看<img alt=""[跪了]"" title=""[跪了]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/2018new_gui_org.png"" /><a href=""//s.weibo.com/weibo?q=%23%E4%B9%8C%E5%85%8B%E5%85%B0%23"" target=""_blank"">#乌克兰#</a> 帮你带上话题了"
凣特西,"//<a href=/n/无为李爷>@无为李爷</a>:哈哈哈，你这个艾特属于定点了。<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
华夏觉明010,转发微博
dinglixia的快乐生活,转发微博
MMMMMM_sw,挺好的模板，可以留作日后不时之需
闪光的海瑟薇,出师表来咯
闪光的海瑟薇,快转微博
打水打球去,"好家伙<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
为什么炸我号,转发微博
织田小白-真,转发微博
屈畅ccxx,转发微博
要省着花啊啊啊,这句话公知狗要好好读读认真体会下  好吧，你不想把我们看作你的朋友和盟友，但为什么要与我们为敌呢？   答案只有一个：不是因为我们的政治体制或其他原因，他们只是不需要俄罗斯这样一个独立的大国。这就是所有问题的答案
立场坚定吃瓜人,转发微博
上水飘,转发微博
重复的名字不可以吗,转发微博
洪都拉斯88,转发微博
金杯中酒已生锈,这不把叶利钦戈地图拖出来鞭尸？
天上的浮云1640381135,转发微博
米格战斗飞机联合体,大概看了一遍说的是挺清楚的
津海,翻译有点乱，不过基本能读懂普京的思路和做出决定的逻辑，这下北约骑虎难下了，泽连斯基也可以准备找新剧本去拍了
银角大王巡山啦,转发微博
苏小乙orza,转发微博
kaka-98,转发微博
haitao-b,历史渊源
夕阳陈酒,"这个艾特略灵性<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />"
lry_cccp,//<a href=/n/地球镜头A>@地球镜头A</a>:补课了，借鉴很重要。
AstroDiamante,转发微博
Heil灬Hitler,转发微博
Salimara,转发微博
景纯山人,校对版？//<a href=/n/诛砂>@诛砂</a>:一万四千字。。。//<a href=/n/米格战斗飞机联合体>@米格战斗飞机联合体</a>: 大概看了一遍说的是挺清楚的
依然叶愿,转发微博
老虎-嗷嗷,转发微博
地球镜头A,补课了，借鉴很重要。
cy猪年大吉,转发微博
枝江嘉兴然同志,//<a href=/n/吐槽王bot>@吐槽王bot</a>:在1991年的三四月份，苏联全国搞了一个公投，每一个苏联公民你都可以投票，你是赞成苏联的继续存在呢？还是希望苏联分裂成若干个小的加盟共和国。当年70%的苏联老百姓赞成苏联继续存在。是谁把苏联推向了分裂的地步，正是你普京的老师叶利钦，咋滴你批评苏联，不批评你老师叶利钦？
统一才能复兴,转发微博
珈乐的yellowhomeknight,转发微博
橋喬1949,转发微博
吐槽王bot,在1991年的三四月份，苏联全国搞了一个公投，每一个苏联公民你都可以投票，你是赞成苏联的继续存在呢？还是希望苏联分裂成若干个小的加盟共和国。当年70%的苏联老百姓赞成苏联继续存在。是谁把苏联推向了分裂的地步，正是叶利钦，咋滴你批评苏联，叶利钦？819过后谁带头独立的
呀米爹,//<a href=/n/屈畅ccxx>@屈畅ccxx</a>:转发微博
大锅盖Charlie,//<a href=/n/爱丽舍风云>@爱丽舍风云</a>://<a href=/n/地球镜头A>@地球镜头A</a>:补课了，借鉴很重要。
库库诺尔的失语者,精彩的文字宣告，比某些国家秘书写的发言稿水平甚高。Tsar一石二鸟，对外静水投石引四方目，对内巩固民族主义，敲打御用俄共和其他左翼反对派。so high，不过对历史的叙事逻辑始终有些乏力和无法自洽，“苏联”这一工具既可做自我“反思”的忏悔录，也可做法理夺权的声明书，但却被援引的如此出戏。
嘻嘻在浙里,"有理有据<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />"
文扬一方,转发微博
苦谷林2号,转发微博
追问这只猴子,转发微博
爱丽舍风云,//<a href=/n/地球镜头A>@地球镜头A</a>:补课了，借鉴很重要。
候鸟的天空1314,好家伙终于来了
骞芡,转发微博
小兵正步走,转发微博
cafelavina,"<img alt=""[话筒]"" title=""[话筒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/2018new_huatong_org.png"" />"
我肯定在几百年前就说过--,转发微博
瑞文德尔驻林顿第三特派员,好家伙，这檄文，有点要斩草除根的意思，后现代存在主义结构
曼联今天买哈兰德了吗,路上看
索性闭上眼2021,"希望有视频翻译版<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />"
电动马达郭,"//<a href=/n/白薇1984>@白薇1984</a>:存着晚上回家看<img alt=""[跪了]"" title=""[跪了]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/2018new_gui_org.png"" /><a href=""//s.weibo.com/weibo?q=%23%E4%B9%8C%E5%85%8B%E5%85%B0%23"" target=""_blank"">#乌克兰#</a> 帮你带上话题了"
我系风中赶路人,转发微博
永远的米沙,转发微博
friedrich_von_yang,//<a href=/n/隐昧者说>@隐昧者说</a>:转发微博
隐昧者说,转发微博
苏霍伊蒜香回锅肉设计局,"这个@ 就很灵性<img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" />//<a href=/n/最终决战兵器6号>@最终决战兵器6号</a>://<a href=/n/地球镜头A>@地球镜头A</a>: 补课了，借鉴很重要。"
